task_type,task_id,tool,timestamp,precision,recall,f1
B,taskB_5jrd29snd,with_tool,2025-07-16T04:33:25.499566+00:00,0.0,0.0,0.0
B,taskB_5jrd29snd,with_tool,2025-07-16T04:34:25.745100+00:00,0.0,0.0,0.0
B,taskB_5jrd29snd,with_tool,2025-07-16T04:35:25.525344+00:00,0.0,0.0,0.0
B,taskB_5jrd29snd,with_tool,2025-07-16T04:36:25.518902+00:00,0.0,0.0,0.0
B,taskB_5jrd29snd,with_tool,2025-07-16T04:37:25.538831+00:00,1.0,0.09090909090909091,0.16666666666666669
B,taskB_5jrd29snd,with_tool,2025-07-16T04:38:25.504382+00:00,1.0,0.09090909090909091,0.16666666666666669
B,taskB_5jrd29snd,with_tool,2025-07-16T04:39:25.517291+00:00,1.0,0.09090909090909091,0.16666666666666669
B,taskB_5jrd29snd,with_tool,2025-07-16T04:40:25.511738+00:00,1.0,0.09090909090909091,0.16666666666666669
B,taskB_5jrd29snd,with_tool,2025-07-16T04:41:25.517769+00:00,0.5,0.09090909090909091,0.15384615384615385
B,taskB_5jrd29snd,with_tool,2025-07-16T04:42:25.507852+00:00,0.5,0.09090909090909091,0.15384615384615385
B,taskB_5jrd29snd,with_tool,2025-07-16T04:43:25.518001+00:00,0.5,0.09090909090909091,0.15384615384615385
B,taskB_5jrd29snd,with_tool,2025-07-16T04:44:25.506764+00:00,0.6666666666666666,0.18181818181818182,0.28571428571428575
B,taskB_5jrd29snd,with_tool,2025-07-16T04:45:25.559671+00:00,0.6666666666666666,0.18181818181818182,0.28571428571428575
B,taskB_5jrd29snd,with_tool,2025-07-16T04:46:25.516544+00:00,0.6666666666666666,0.18181818181818182,0.28571428571428575
B,taskB_5jrd29snd,with_tool,2025-07-16T04:47:25.525065+00:00,0.6666666666666666,0.18181818181818182,0.28571428571428575
B,taskB_5jrd29snd,with_tool,2025-07-16T04:48:25.516235+00:00,0.6666666666666666,0.18181818181818182,0.28571428571428575
B,taskB_5jrd29snd,with_tool,2025-07-16T04:49:25.523020+00:00,0.6666666666666666,0.18181818181818182,0.28571428571428575
B,taskB_5jrd29snd,with_tool,2025-07-16T04:50:25.507069+00:00,0.6666666666666666,0.18181818181818182,0.28571428571428575
B,taskB_5jrd29snd,with_tool,2025-07-16T04:51:25.542355+00:00,0.6666666666666666,0.18181818181818182,0.28571428571428575
B,taskB_5jrd29snd,with_tool,2025-07-16T04:52:25.748899+00:00,0.6666666666666666,0.18181818181818182,0.28571428571428575
B,taskB_5jrd29snd,with_tool,2025-07-16T04:53:25.526244+00:00,0.6666666666666666,0.18181818181818182,0.28571428571428575
B,taskB_5jrd29snd,with_tool,2025-07-16T04:54:25.529393+00:00,0.5,0.18181818181818182,0.26666666666666666
B,taskB_5jrd29snd,with_tool,2025-07-16T04:55:25.535209+00:00,0.5,0.18181818181818182,0.26666666666666666
B,taskB_5jrd29snd,with_tool,2025-07-16T04:56:25.530538+00:00,0.5,0.18181818181818182,0.26666666666666666
B,taskB_5jrd29snd,with_tool,2025-07-16T04:57:25.520521+00:00,0.5,0.18181818181818182,0.26666666666666666
B,taskB_5jrd29snd,with_tool,2025-07-16T04:58:25.569284+00:00,0.5,0.18181818181818182,0.26666666666666666
B,taskB_5jrd29snd,with_tool,2025-07-16T04:59:25.524251+00:00,0.5,0.18181818181818182,0.26666666666666666
B,taskB_5jrd29snd,with_tool,2025-07-16T05:00:25.528567+00:00,0.5,0.18181818181818182,0.26666666666666666
B,taskB_5jrd29snd,with_tool,2025-07-16T05:01:25.537460+00:00,0.5,0.18181818181818182,0.26666666666666666
B,taskB_5jrd29snd,with_tool,2025-07-16T05:02:25.774423+00:00,0.5,0.18181818181818182,0.26666666666666666
B,taskB_5jrd29snd,with_tool,2025-07-16T05:03:25.767807+00:00,0.5,0.18181818181818182,0.26666666666666666
