task_type,task_id,tool,timestamp,precision,recall,f1
A,taskA_tk2uu8jd7,with_tool,2025-07-16T05:11:12.604820+00:00,0.0,0.0,0.0
A,taskA_tk2uu8jd7,with_tool,2025-07-16T05:12:11.624836+00:00,0.0,0.0,0.0
A,taskA_tk2uu8jd7,with_tool,2025-07-16T05:13:12.654005+00:00,0.0,0.0,0.0
A,taskA_tk2uu8jd7,with_tool,2025-07-16T05:14:12.594275+00:00,0.0,0.0,0.0
A,taskA_tk2uu8jd7,with_tool,2025-07-16T05:15:12.613260+00:00,0.0,0.0,0.0
A,taskA_tk2uu8jd7,with_tool,2025-07-16T05:16:12.595890+00:00,0.0,0.0,0.0
A,taskA_tk2uu8jd7,with_tool,2025-07-16T05:17:11.624190+00:00,0.0,0.0,0.0
A,taskA_tk2uu8jd7,with_tool,2025-07-16T05:18:12.642548+00:00,0.0,0.0,0.0
A,taskA_tk2uu8jd7,with_tool,2025-07-16T05:19:12.595463+00:00,0.0,0.0,0.0
A,taskA_tk2uu8jd7,with_tool,2025-07-16T05:20:13.600077+00:00,0.0,0.0,0.0
A,taskA_tk2uu8jd7,with_tool,2025-07-16T05:21:14.619333+00:00,0.0,0.0,0.0
A,taskA_tk2uu8jd7,with_tool,2025-07-16T05:22:15.590756+00:00,0.0,0.0,0.0
A,taskA_tk2uu8jd7,with_tool,2025-07-16T05:23:16.591548+00:00,0.0,0.0,0.0
A,taskA_tk2uu8jd7,with_tool,2025-07-16T05:24:17.605377+00:00,0.0,0.0,0.0
A,taskA_tk2uu8jd7,with_tool,2025-07-16T05:25:18.603505+00:00,0.0,0.0,0.0
A,taskA_tk2uu8jd7,with_tool,2025-07-16T05:26:19.597601+00:00,0.0,0.0,0.0
A,taskA_tk2uu8jd7,with_tool,2025-07-16T05:27:12.608747+00:00,0.0,0.0,0.0
A,taskA_tk2uu8jd7,with_tool,2025-07-16T05:28:13.599312+00:00,0.0,0.0,0.0
A,taskA_tk2uu8jd7,with_tool,2025-07-16T05:29:14.598357+00:00,0.0,0.0,0.0
A,taskA_tk2uu8jd7,with_tool,2025-07-16T05:30:15.592708+00:00,0.0,0.0,0.0
A,taskA_tk2uu8jd7,with_tool,2025-07-16T05:31:16.598254+00:00,0.0,0.0,0.0
A,taskA_tk2uu8jd7,with_tool,2025-07-16T05:32:17.593273+00:00,0.0,0.0,0.0
A,taskA_tk2uu8jd7,with_tool,2025-07-16T05:33:12.023103+00:00,0.0,0.0,0.0
A,taskA_tk2uu8jd7,with_tool,2025-07-16T05:34:11.623882+00:00,1.0,0.125,0.2222222222222222
A,taskA_tk2uu8jd7,with_tool,2025-07-16T05:35:12.586958+00:00,0.5,0.125,0.2
A,taskA_tk2uu8jd7,with_tool,2025-07-16T05:36:13.604755+00:00,0.5,0.125,0.2
A,taskA_tk2uu8jd7,with_tool,2025-07-16T05:37:14.595964+00:00,0.5,0.125,0.2
A,taskA_tk2uu8jd7,with_tool,2025-07-16T05:38:15.594872+00:00,0.5,0.125,0.2
A,taskA_tk2uu8jd7,with_tool,2025-07-16T05:39:12.584602+00:00,0.5,0.125,0.2
