task_type,task_id,tool,timestamp,precision,recall,f1
A,taskA_a75r5q0so,with_tool,2025-07-16T05:11:35.579009+00:00,0.0,0.0,0.0
A,taskA_a75r5q0so,with_tool,2025-07-16T05:12:35.397172+00:00,0.0,0.0,0.0
A,taskA_a75r5q0so,with_tool,2025-07-16T05:13:35.392133+00:00,0.0,0.0,0.0
A,taskA_a75r5q0so,with_tool,2025-07-16T05:14:35.400728+00:00,0.0,0.0,0.0
A,taskA_a75r5q0so,with_tool,2025-07-16T05:15:35.396099+00:00,0.0,0.0,0.0
A,taskA_a75r5q0so,with_tool,2025-07-16T05:16:35.400206+00:00,0.0,0.0,0.0
A,taskA_a75r5q0so,with_tool,2025-07-16T05:17:35.396907+00:00,0.0,0.0,0.0
A,taskA_a75r5q0so,with_tool,2025-07-16T05:18:35.392836+00:00,0.0,0.0,0.0
A,taskA_a75r5q0so,with_tool,2025-07-16T05:19:35.401748+00:00,0.0,0.0,0.0
A,taskA_a75r5q0so,with_tool,2025-07-16T05:20:35.437391+00:00,0.0,0.0,0.0
A,taskA_a75r5q0so,with_tool,2025-07-16T05:21:35.397002+00:00,0.0,0.0,0.0
A,taskA_a75r5q0so,with_tool,2025-07-16T05:22:35.399008+00:00,0.0,0.0,0.0
A,taskA_a75r5q0so,with_tool,2025-07-16T05:23:35.396891+00:00,0.0,0.0,0.0
A,taskA_a75r5q0so,with_tool,2025-07-16T05:24:35.396416+00:00,0.0,0.0,0.0
A,taskA_a75r5q0so,with_tool,2025-07-16T05:25:35.398070+00:00,0.0,0.0,0.0
A,taskA_a75r5q0so,with_tool,2025-07-16T05:26:35.401450+00:00,0.0,0.0,0.0
A,taskA_a75r5q0so,with_tool,2025-07-16T05:27:36.408194+00:00,0.0,0.0,0.0
A,taskA_a75r5q0so,with_tool,2025-07-16T05:28:37.399145+00:00,0.0,0.0,0.0
A,taskA_a75r5q0so,with_tool,2025-07-16T05:29:38.402579+00:00,0.0,0.0,0.0
A,taskA_a75r5q0so,with_tool,2025-07-16T05:30:39.396391+00:00,0.0,0.0,0.0
A,taskA_a75r5q0so,with_tool,2025-07-16T05:31:40.401075+00:00,0.0,0.0,0.0
A,taskA_a75r5q0so,with_tool,2025-07-16T05:32:41.403127+00:00,0.0,0.0,0.0
A,taskA_a75r5q0so,with_tool,2025-07-16T05:33:42.399184+00:00,0.0,0.0,0.0
A,taskA_a75r5q0so,with_tool,2025-07-16T05:34:43.400272+00:00,0.0,0.0,0.0
A,taskA_a75r5q0so,with_tool,2025-07-16T05:35:44.402614+00:00,0.0,0.0,0.0
A,taskA_a75r5q0so,with_tool,2025-07-16T05:36:45.405755+00:00,0.0,0.0,0.0
A,taskA_a75r5q0so,with_tool,2025-07-16T05:37:46.397805+00:00,0.0,0.0,0.0
A,taskA_a75r5q0so,with_tool,2025-07-16T05:38:47.398679+00:00,0.0,0.0,0.0
A,taskA_a75r5q0so,with_tool,2025-07-16T05:39:48.401767+00:00,0.0,0.0,0.0
A,taskA_a75r5q0so,with_tool,2025-07-16T05:40:35.410077+00:00,0.0,0.0,0.0
A,taskA_a75r5q0so,with_tool,2025-07-16T05:41:35.479003+00:00,0.0,0.0,0.0
